,0,1,2
0,1.111929,-28.271214,9.467089
1,1.1322274,-28.287477,9.366901
2,1.4568963,-28.346216,9.739207
3,1.3092734,-28.296652,9.505995
4,1.9750049,-26.934025,10.786994
5,2.0213704,-27.13752,10.78681
6,0.85262716,-27.552834,10.531946
7,1.4230886,-28.095797,9.815536
8,3.0209508,-26.110647,10.458405
9,3.5603433,-25.493938,9.027938
10,1.8788482,-25.180008,10.327774
11,1.2798871,-27.44287,10.255197
12,1.5000733,-28.309755,9.628357
13,0.57176334,-24.49736,10.188519
14,1.9514972,-27.968323,9.762565
15,3.076418,-23.900026,8.567473
16,2.722849,-26.729128,10.196635
17,2.6443,-25.744003,9.441628
18,0.46845216,-25.491568,10.398596
19,2.4612153,-25.270166,9.615744
20,1.3159035,-26.518381,10.623375
21,0.8169737,-26.16292,8.837469
22,2.5083988,-27.349846,9.682788
23,2.0638382,-25.117193,10.081972
24,1.7890126,-27.706972,10.763273
25,1.7056333,-24.371376,9.968006
26,0.4089586,-24.970547,9.556732
27,0.4095963,-25.630062,10.686193
28,1.9839295,-25.511724,8.54287
29,1.336055,-27.003117,10.544709
30,1.8522928,-25.073277,9.474854
31,0.9406313,-27.284697,10.040584
32,1.2505279,-25.363264,10.265063
33,3.535812,-25.551676,9.07819
34,0.7127229,-25.435661,9.508932
35,1.8608775,-28.174387,9.602865
36,1.5415937,-26.752258,10.233553
37,1.9087212,-27.96747,9.678131
38,2.0254068,-27.493639,10.551906
39,0.8294693,-24.800522,9.6801815
40,1.5884542,-27.19401,10.53412
41,-0.24221003,-25.910019,9.417189
42,0.8386707,-25.679993,9.376268
43,1.0599333,-25.92356,10.365773
44,0.39916408,-25.041702,10.5161
45,3.1975794,-25.482798,10.474979
46,3.2180865,-24.271042,8.745988
47,3.0887415,-25.490273,10.573541
48,1.6026721,-25.289972,10.655891
49,1.039845,-25.690899,10.313996
50,1.8467336,-24.537197,9.666794
51,-0.12766466,-25.95462,9.382951
52,3.3135061,-25.39498,9.939105
53,1.5438504,-27.67888,10.058602
54,2.6987028,-24.37731,9.094235
55,0.23704936,-26.652977,9.926828
56,1.688956,-24.678205,9.353404
57,0.68774205,-24.913898,10.52532
58,1.6023849,-26.950285,10.745744
59,3.1793938,-26.56504,10.37743
60,2.4702613,-26.50664,10.768169
61,3.2744155,-24.049913,8.491803
62,1.5393922,-27.33501,10.409468
63,2.1722915,-25.239151,9.366508
64,2.3143039,-25.513088,10.869235
65,0.7588514,-25.709318,11.000062
66,0.96448535,-26.134453,10.59018
67,1.1154832,-25.683617,10.422592
68,2.059371,-24.397903,9.662636
69,0.07122677,-25.9452,9.533935
70,0.98823565,-25.139425,9.853773
71,1.3507426,-25.740753,9.832397
72,2.0302522,-25.377869,8.631764
73,1.8693303,-26.357756,9.01119
74,3.1609702,-25.590965,10.036663
75,1.0040269,-28.325325,9.340223
76,1.1414715,-28.288961,9.317515
77,1.5063531,-26.726562,11.030588
78,3.0174038,-26.665808,10.544625
79,0.6075511,-26.477076,9.452954
80,0.60314184,-26.87869,10.053245
81,1.9226556,-27.730852,9.888282
82,0.8553419,-27.012815,9.650864
83,2.1874635,-24.209627,9.368448
84,3.2100363,-26.101057,10.304996
85,1.1975756,-28.22085,9.737729
86,0.82459116,-26.59202,9.202417
87,1.7555145,-27.634768,9.746122
88,0.61808825,-26.264011,10.777741
89,3.1025088,-25.339838,10.451632
90,1.1927283,-27.449797,10.1859255
91,1.8537885,-26.712124,10.012092
92,0.91029495,-26.33087,10.635999
93,1.6968763,-25.753391,9.220683
94,3.4920247,-24.42047,8.555454
95,2.7395048,-25.285381,10.596269
96,3.3180704,-25.705774,10.112408
97,3.5359106,-25.009064,10.127551
98,3.6208308,-24.937595,10.024479
99,3.392564,-25.338125,10.257802
100,3.4899569,-24.826,9.931526
101,3.4714794,-25.179052,10.20532
102,3.5701683,-24.931885,10.1156225
103,3.4452834,-25.011305,10.04672
104,3.575928,-25.030054,10.005964
105,3.3444266,-24.932096,10.030389
106,3.3294275,-24.781664,9.85391
107,3.3650389,-24.86508,9.968229
108,3.484384,-25.177807,10.184307
109,3.5267088,-24.855656,10.001549
110,3.451315,-24.95853,10.117413
111,3.1898572,-24.902206,10.213485
112,3.2536826,-25.599134,10.024988
113,3.2849329,-25.12068,10.024382
114,3.2625124,-24.879683,10.16802
115,3.025705,-25.512104,10.34944
116,3.2915673,-25.343803,10.396914
117,3.5323184,-24.962013,9.9384365
118,3.234277,-25.01962,10.233413
119,1.3917583,-25.4029,10.947425
120,3.1657007,-25.596527,10.142234
121,2.9865673,-25.165697,10.290244
122,3.0982292,-25.252272,10.127199
123,3.2135448,-25.616999,10.14636
124,0.3195856,-26.90022,9.972785
125,1.1462419,-26.352358,10.064223
126,2.4634194,-26.33575,10.45678
127,0.35989815,-26.62384,10.62852
128,0.86262953,-25.937056,8.812572
129,0.5722526,-25.562248,10.5358305
130,1.0414522,-28.193523,9.485614
131,0.79220384,-27.80216,10.3357935
132,-0.23306331,-25.481668,9.48265
133,1.7423128,-26.810112,9.9775915
134,-0.094283864,-25.549837,9.369195
135,3.1510446,-25.016413,9.482359
136,2.4939134,-25.017254,9.868442
137,1.8793586,-26.105684,11.01385
138,0.6386205,-26.28769,10.230986
139,2.0084734,-25.108923,10.939376
140,3.1129181,-26.287495,10.346331
141,3.1669254,-24.01771,8.426853
142,3.0991914,-25.570591,9.307249
143,3.165484,-26.33213,10.313607
144,0.57180405,-24.64146,9.672404
145,0.52097636,-26.833838,9.7489
146,1.4743176,-25.262266,10.539698
147,-0.16325916,-25.636425,9.4481945
148,1.4609996,-25.673063,11.039849
149,1.2835146,-26.717173,11.02597
150,0.035270095,-26.016249,9.9274235
151,1.4383287,-25.696192,11.035186
152,0.22195,-25.334625,10.338766
153,1.2615571,-26.54721,9.431843
154,0.09389277,-25.15484,10.233955
155,2.8583016,-23.966475,8.435185
156,1.7589419,-25.229729,10.055037
157,1.0473768,-27.7303,10.327721
158,-0.12564245,-25.939302,9.861557
159,-0.12092177,-25.934544,9.433077
160,0.82485014,-25.327908,10.218534
161,1.1243931,-27.172281,9.441905
162,1.7699162,-28.074186,9.946599
163,3.063129,-24.109715,8.398896
164,-0.15044977,-25.792013,9.56502
165,1.3223517,-24.794058,8.425184
166,1.583097,-28.26143,9.507626
167,3.1364856,-26.48222,10.390093
168,3.1405077,-24.091648,8.516168
169,0.85461545,-24.865992,8.457301
170,1.8149939,-26.612122,10.907084
171,2.0930903,-24.477106,10.076417
172,3.042912,-26.566427,10.428212
173,2.383229,-25.256779,10.805352
174,1.1853832,-27.747097,10.346859
175,2.278758,-25.212023,9.310242
176,2.0741339,-24.742008,10.123103
177,3.0292852,-25.170998,9.5124
178,-0.111640275,-26.126453,9.461171
179,0.49816278,-25.323177,10.494978
180,0.31115657,-26.934137,9.931522
181,0.543362,-27.063751,10.304955
182,1.518985,-25.519476,10.540664
183,2.5157015,-26.545403,10.551599
184,3.5617604,-25.590437,9.090168
185,0.46871462,-25.703825,10.563448
186,2.865754,-25.158934,10.294885
187,1.651611,-26.983292,10.473272
188,1.1162132,-26.040457,10.9067745
189,2.722655,-26.781061,10.613743
190,0.97175914,-26.146444,9.849846
191,1.4812267,-26.256716,11.054445
192,2.1430001,-27.30778,10.584114
193,0.7953725,-24.99485,10.025372
194,2.296184,-26.993422,10.82932
195,1.9313897,-25.54224,8.581154
196,1.0416237,-28.18104,9.82073
197,0.5467325,-27.29342,10.566213
198,0.55241203,-26.826796,10.54874
199,3.3101165,-24.093088,8.447334
200,0.26100907,-25.720617,9.436728
201,0.7540027,-27.103443,9.441486
202,1.8197643,-27.168446,10.86913
203,3.07678,-24.095041,8.627954
204,0.52636045,-24.83644,10.28777
205,3.2152557,-25.429739,10.082369
206,0.17694682,-25.0216,9.902336
207,2.0058773,-24.626417,10.266696
208,3.0885947,-25.200768,9.681796
209,0.33046144,-25.146822,9.58764
210,2.4900725,-25.813677,10.26627
211,2.732127,-25.267244,9.708296
212,2.322799,-24.788488,10.419665
213,0.0375914,-25.409561,10.078894
214,2.918367,-26.68769,10.525569
215,2.3723514,-25.41096,9.459842
216,1.0637013,-27.86785,9.323592
217,1.9311235,-25.434614,10.861765
218,1.5341328,-26.68219,10.727982
219,2.3506615,-25.944311,10.390523
220,3.043595,-26.41474,10.053189
221,1.139063,-26.260147,10.420963
222,1.5213263,-24.633297,8.330333
223,1.3546818,-24.98975,10.217178
224,2.9100413,-24.98141,10.013798
225,3.1461177,-24.181131,8.574734
226,0.1963796,-25.463167,9.50035
227,0.66028166,-25.204453,8.804082
228,0.8580616,-24.950743,8.848178
229,2.5209546,-26.865633,10.645714
230,1.9670247,-27.802431,9.435852
231,1.2469192,-27.958687,9.7048645
232,1.2755135,-28.0553,9.362474
233,1.3042117,-27.606417,10.490071
234,0.9168214,-27.942135,9.653433
235,0.8379453,-27.942635,9.604122
236,1.4144179,-28.28773,9.497475
237,1.2530031,-28.252396,9.461419
238,1.2663736,-28.321041,9.486444
239,1.1261095,-28.20898,9.829387
240,0.80230993,-25.965912,10.601876
241,0.99383223,-25.078432,8.33779
242,2.6532185,-24.67136,9.383831
243,2.109148,-25.201048,10.540848
244,1.3894814,-25.322594,10.043829
245,1.1278982,-24.642979,9.821603
246,2.7689042,-26.138094,9.937759
247,2.6267073,-26.360346,10.50123
248,0.9629615,-26.23521,10.97722
249,0.8427762,-25.65899,9.854393
250,1.5662472,-25.710045,9.972266
251,1.2139571,-25.48054,8.486681
252,0.92083836,-25.459211,10.853947
253,3.1137483,-26.504007,10.427056
254,1.751102,-25.03037,10.635297
255,3.4331489,-24.991795,10.124362
256,2.9722078,-26.572,10.5463505
257,1.4112155,-25.600983,10.874174
258,1.8571466,-27.48902,10.650138
259,1.4620628,-25.944284,10.9267025
260,1.6683472,-27.671879,10.562907
261,0.1621677,-26.045082,9.846
262,1.2830166,-24.786602,8.287489
263,0.5058326,-24.593046,10.224714
264,0.24574599,-25.397818,9.92515
265,0.78345513,-26.56231,10.369354
266,1.4313431,-24.99405,9.412732
267,1.2400576,-26.302046,9.430609
268,1.0871536,-28.126347,9.92795
269,3.340737,-24.840025,9.189599
270,2.7333207,-25.028576,9.710067
271,2.2703316,-24.57213,9.739858
272,1.9234217,-28.051868,9.741803
273,1.8656123,-27.828848,10.090162
274,2.074822,-25.024012,9.105457
275,1.5572401,-27.105753,9.521503
276,2.3959644,-26.64215,10.534645
277,2.122072,-25.912575,10.993491
278,1.7598871,-24.640285,8.478716
279,1.534968,-27.605698,9.698317
280,1.9812849,-26.280457,10.268124
281,3.1659064,-24.899096,9.222037
282,2.8805008,-25.989664,9.265974
283,2.965331,-25.563503,9.255129
284,2.8475976,-26.56531,10.161729
285,2.0949667,-24.939823,10.4727335
286,1.3684229,-24.599743,10.193579
287,3.015068,-26.446346,10.375571
288,2.418014,-25.147703,10.363538
289,1.7581942,-26.172739,10.42841
290,2.5314524,-24.827282,9.910977
291,2.1538656,-24.92054,9.866609
292,1.9829383,-24.942581,10.584979
293,1.6034082,-25.202543,10.144159
294,1.6677412,-27.141577,10.839579
295,1.7171813,-26.996271,10.803847
296,0.6411644,-24.977295,9.289366
297,1.072823,-28.150694,9.345698
298,3.4451475,-24.586557,9.1304865
299,0.9321018,-26.305065,8.905598
300,2.1275945,-24.470839,8.787725
301,1.3838934,-27.529163,10.673791
302,2.3763335,-26.381021,10.845164
303,0.4691207,-25.306192,9.298624
304,1.7089466,-28.238953,9.689731
305,2.5246236,-27.200579,9.66872
306,0.8727712,-27.226995,10.203213
307,2.839716,-24.938192,9.418547
308,2.966443,-26.54381,10.486377
309,1.1219375,-27.205608,9.540056
310,1.7551457,-25.420547,8.465194
311,1.7529975,-24.332031,9.945362
312,2.4088283,-25.363718,9.499445
313,-0.25131825,-25.849989,9.490885
314,0.5299706,-26.56137,10.103553
315,1.486146,-27.180866,10.897774
316,0.8038609,-27.71731,10.300973
317,2.335139,-24.662018,9.350281
318,1.3899676,-25.265682,10.598139
319,1.5859405,-27.292475,10.788623
320,2.068629,-25.264984,9.838152
321,1.5080181,-24.399967,9.954101
322,2.1533778,-24.29172,9.397548
323,3.4769688,-25.547832,9.103712
324,1.4747103,-26.926226,10.50352
325,1.0126708,-27.83706,9.338256
326,2.4226859,-25.28406,10.093044
327,2.3110905,-24.11875,9.488598
328,3.2294908,-23.989826,8.486706
329,3.1771057,-23.90734,8.585394
330,0.90618914,-26.39687,10.385533
331,0.9093823,-26.307472,10.92399
332,1.9102734,-25.8669,9.431938
333,1.9581887,-25.478947,9.548986
