,0,1
0,-16.022139,8.130905
1,-16.127039,8.076923
2,-14.220674,7.7414083
3,-15.958137,7.926394
4,-13.245372,9.635272
5,-13.118901,9.726905
6,-15.026951,10.014296
7,-14.519418,8.755669
8,-15.017689,7.7478633
9,-14.575065,7.748113
10,-13.643075,10.8160305
11,-14.872588,9.723864
12,-15.518278,7.841968
13,-13.231318,12.067793
14,-13.4503145,9.257579
15,-13.153071,9.413462
16,-12.630147,9.221876
17,-14.839739,9.101379
18,-15.701517,9.374851
19,-14.940043,11.509868
20,-14.569585,10.193603
21,-16.169102,8.167871
22,-13.686459,8.349433
23,-14.21689,7.9199967
24,-15.704954,7.797836
25,-16.14666,9.921581
26,-14.615997,10.478773
27,-12.908603,10.457649
28,-13.196808,10.335893
29,-14.528248,7.8698373
30,-15.0338745,10.774261
31,-14.104283,7.254199
32,-15.887114,10.693705
33,-13.166841,8.372921
34,-13.397696,9.291656
35,-13.338184,9.038104
36,-15.321308,7.548107
37,-13.542166,9.107541
38,-13.959568,9.80097
39,-14.034764,10.745422
40,-14.440548,9.4853525
41,-14.197703,11.436616
42,-15.928926,9.221868
43,-14.339707,8.0377245
44,-13.485321,11.048441
45,-11.831577,11.066126
46,-13.690063,7.8103867
47,-11.857438,11.067191
48,-15.629815,10.333526
49,-15.513432,7.9195194
50,-12.526688,9.929217
51,-15.659595,10.439032
52,-14.23277,9.568144
53,-14.351588,9.741395
54,-15.669055,11.212253
55,-14.9853525,10.193196
56,-15.329189,10.658754
57,-15.9777155,10.057838
58,-15.795677,7.799326
59,-12.300069,8.477017
60,-14.948834,8.661842
61,-12.184328,11.883906
62,-13.4459,9.030469
63,-14.539756,12.139246
64,-15.9772835,10.787467
65,-15.967011,10.550478
66,-14.049681,10.760217
67,-13.976009,10.827559
68,-15.694346,10.20467
69,-16.045443,10.671048
70,-13.7355995,8.527707
71,-16.486145,9.115318
72,-15.840155,11.203068
73,-14.129009,9.453773
74,-15.375488,11.2023735
75,-16.163477,8.380475
76,-15.662144,8.693205
77,-14.796787,10.840846
78,-11.907696,8.934827
79,-15.444409,7.455113
80,-15.813982,8.816597
81,-15.215068,7.917735
82,-14.005216,7.272801
83,-14.439639,10.782813
84,-12.997407,8.064729
85,-15.202976,7.4153843
86,-16.188614,8.662015
87,-13.650525,9.245195
88,-13.846365,10.346886
89,-11.93108,11.050564
90,-13.573575,8.470078
91,-13.030656,11.019091
92,-14.533559,11.186101
93,-14.852171,9.43027
94,-13.52334,9.375564
95,-11.465389,11.303252
96,-11.422721,11.187174
97,-10.874717,11.295222
98,-10.683277,11.39797
99,-10.156399,11.56252
100,-10.145248,11.671336
101,-10.168,11.681109
102,-10.374099,11.692413
103,-11.371616,10.340643
104,-10.228742,11.738384
105,-10.9154625,11.458632
106,-10.798313,11.260211
107,-10.721915,11.427114
108,-10.324786,11.567578
109,-11.485194,10.448614
110,-10.656759,11.474045
111,-10.323459,11.62663
112,-11.475443,11.108321
113,-11.377527,11.36552
114,-10.28462,11.72049
115,-10.172844,11.436384
116,-10.164889,11.495005
117,-10.229858,11.772649
118,-10.460478,11.560405
119,-16.010408,9.228282
120,-11.422833,11.320237
121,-10.734969,11.232387
122,-10.756113,11.202454
123,-11.401913,11.233714
124,-14.871966,7.2723293
125,-14.199513,10.338967
126,-12.856651,10.0274315
127,-15.947957,8.776866
128,-16.13746,8.259623
129,-16.18951,10.43303
130,-16.141346,8.537095
131,-15.710911,10.937734
132,-13.398436,11.824586
133,-12.958629,11.080479
134,-14.110011,11.495714
135,-12.4156275,10.706925
136,-13.330358,10.141609
137,-14.12625,8.11921
138,-16.349216,8.930315
139,-12.161967,9.67965
140,-12.2314625,8.825943
141,-12.257458,11.888915
142,-15.56449,7.962178
143,-12.473281,8.934488
144,-15.813133,9.850996
145,-16.40027,9.050974
146,-13.645681,10.88079
147,-13.75733,11.604685
148,-13.305656,9.9595175
149,-15.871634,9.403001
150,-15.357293,9.230691
151,-13.533728,10.586074
152,-15.879931,9.592088
153,-13.31129,10.086932
154,-14.739234,10.547774
155,-15.184336,8.451329
156,-13.937538,8.364376
157,-15.284188,9.477004
158,-15.967015,10.331775
159,-14.200832,11.389287
160,-14.103409,8.238458
161,-15.576571,7.8264375
162,-14.426395,7.2749777
163,-13.690035,8.088912
164,-16.027405,10.028604
165,-13.85105,7.220887
166,-14.592602,8.78655
167,-12.279305,8.45532
168,-13.659397,9.124436
169,-13.369631,7.552287
170,-14.0351,10.189767
171,-15.362442,9.583731
172,-12.211492,8.742909
173,-13.71968,8.863294
174,-15.057969,9.345381
175,-14.539391,12.182638
176,-14.590624,7.981128
177,-12.538951,10.737852
178,-13.759631,11.517935
179,-15.769294,8.050075
180,-15.731658,8.284982
181,-14.763491,11.123736
182,-15.782388,9.160733
183,-15.156474,7.508452
184,-15.341583,7.74133
185,-13.044011,10.470785
186,-14.520857,8.248312
187,-16.073399,8.9359255
188,-15.301948,10.1648655
189,-12.653313,8.460187
190,-15.1785965,9.829729
191,-14.342403,10.001431
192,-15.6393795,9.803313
193,-13.626767,11.727483
194,-13.207936,9.895646
195,-13.308618,10.412962
196,-14.873629,7.482951
197,-15.753687,10.284576
198,-16.163305,9.379782
199,-12.27064,11.848853
200,-15.051354,11.199875
201,-15.149843,8.143216
202,-15.755647,8.151854
203,-13.799141,11.091645
204,-14.936752,7.4175687
205,-12.422513,10.17878
206,-15.48007,10.583413
207,-13.834615,9.361381
208,-12.572629,10.6770735
209,-14.318438,10.190269
210,-14.060655,9.455046
211,-12.772752,9.847287
212,-14.501166,9.038362
213,-15.251531,7.9288673
214,-12.366926,8.505919
215,-14.6151285,12.12201
216,-16.337917,8.644031
217,-11.913358,9.933334
218,-14.901361,8.50121
219,-13.178428,9.683508
220,-12.528979,9.101602
221,-15.323744,10.34654
222,-13.583774,7.390843
223,-16.192053,9.965551
224,-12.498398,10.332825
225,-12.255024,11.821558
226,-15.019411,7.4726243
227,-13.0074625,7.734151
228,-12.931867,7.6997437
229,-14.433101,8.733837
230,-15.374998,7.8946204
231,-14.839723,8.05058
232,-15.6335335,7.9392853
233,-15.144966,8.4265375
234,-15.090857,8.177228
235,-15.34465,8.390849
236,-14.409231,8.246944
237,-15.432255,8.54339
238,-15.476878,8.679449
239,-15.1360445,7.3527675
240,-14.950461,8.234672
241,-13.136081,7.901276
242,-13.629473,9.950487
243,-15.000768,8.140689
244,-14.046834,10.052813
245,-15.335937,9.551569
246,-14.82252,8.151357
247,-14.244537,9.125012
248,-15.12439,10.84799
249,-16.435642,9.177673
250,-15.547767,9.54296
251,-12.95496,8.551197
252,-15.85363,10.591711
253,-11.939557,8.948008
254,-11.965125,9.709945
255,-11.387433,10.270678
256,-11.9305105,8.946135
257,-14.740081,9.271623
258,-14.104026,8.82408
259,-12.010087,9.675737
260,-15.323753,8.59208
261,-15.039283,10.299947
262,-13.373222,7.449643
263,-13.171915,12.018294
264,-13.119254,10.451531
265,-14.561506,11.044917
266,-15.196304,10.648443
267,-13.612357,9.899027
268,-15.420738,8.388976
269,-12.54581,9.047228
270,-14.070312,10.592403
271,-12.554609,9.813196
272,-13.72005,8.906027
273,-13.694623,8.010604
274,-14.998853,11.746793
275,-15.036444,8.199913
276,-13.162582,8.829897
277,-14.410254,10.09455
278,-14.061454,7.459307
279,-13.44844,8.849011
280,-14.204796,8.373146
281,-13.33198,8.651464
282,-13.505891,8.531166
283,-13.376401,8.676598
284,-12.661112,9.111047
285,-12.2171545,9.62067
286,-16.284931,9.834515
287,-12.337267,8.334573
288,-12.052066,9.795908
289,-13.330443,10.777591
290,-12.907227,11.150804
291,-12.966907,11.113937
292,-12.073768,9.551282
293,-15.070943,7.766544
294,-14.577261,9.606716
295,-14.419206,9.766957
296,-15.96302,8.385068
297,-16.225836,8.742639
298,-12.725732,9.071353
299,-16.104528,8.143693
300,-14.473694,7.7783446
301,-15.435248,9.723532
302,-15.8391075,8.641778
303,-12.759382,9.442902
304,-14.003143,8.990939
305,-13.760965,8.199149
306,-14.96828,11.052241
307,-13.251999,9.298468
308,-11.895242,8.914432
309,-15.379219,8.066076
310,-13.378604,8.865599
311,-14.911414,9.629197
312,-14.519669,12.067729
313,-13.763449,11.584059
314,-16.046757,10.056416
315,-14.934063,9.089331
316,-15.943191,10.008433
317,-15.549072,11.035621
318,-13.512763,10.891921
319,-15.024462,9.306369
320,-13.559222,8.982503
321,-14.483367,10.777369
322,-14.387568,9.404788
323,-13.256182,8.288973
324,-15.47544,10.95037
325,-16.280096,8.686427
326,-14.155924,9.877999
327,-13.678101,10.5173435
328,-13.834825,7.9590707
329,-14.056508,7.963016
330,-14.574353,10.933352
331,-15.528499,10.366855
332,-15.080676,11.192476
333,-13.825943,9.791896
334,-12.315848,8.446686
335,-16.302166,9.913519
336,-14.261053,9.029075
337,-14.800868,9.433303
338,-13.599651,9.544142
339,-14.845189,11.603383
340,-16.002733,10.386984
341,-14.045325,8.531756
342,-15.233815,10.405368
343,-11.860845,9.613648
344,-13.108141,7.791811
345,-15.654186,9.225031
346,-14.74701,7.936349
347,-14.6501875,11.847181
348,-13.821963,11.575018
349,-15.019936,10.036365
350,-11.590865,11.410053
351,-13.655687,10.415622
352,-14.486263,10.803297
353,-13.831729,9.490984
354,-13.547754,11.20055
355,-13.643423,8.708182
356,-15.67683,10.698921
357,-14.2765665,8.68617
358,-14.495918,10.29495
359,-13.866953,10.165233
360,-13.680753,7.2563415
361,-14.0774975,10.184806
362,-16.179224,8.802229
363,-14.690422,9.968958
364,-14.1810875,10.199377
365,-14.0242405,7.2965913
366,-14.808426,9.983554
367,-15.01733,8.840256
368,-12.513317,10.227016
369,-14.17367,10.055292
370,-15.819845,10.9423485
371,-14.013054,8.298589
372,-15.217842,11.224287
373,-13.377922,11.77148
374,-14.877767,7.406265
375,-14.091531,7.4807935
376,-15.224989,8.596358
377,-15.42036,7.918893
378,-13.821196,8.721556
379,-12.809407,9.688077
380,-15.198301,8.357432
381,-16.183525,8.627421
382,-16.377983,8.602231
383,-15.70276,8.400003
384,-15.937055,10.211354
385,-13.93592,9.450936
386,-13.974199,7.3896456
387,-13.45377,7.370593
388,-15.734069,8.712204
389,-14.185368,9.42123
390,-15.269825,8.391178
391,-14.487324,8.622698
392,-15.196853,9.312967
393,-12.031886,10.995968
394,-13.672359,9.442092
395,-14.710434,9.228247
396,-14.825315,8.182116
397,-12.456878,10.644097
398,-14.489793,7.5849633
399,-15.95633,9.499853
400,-14.086425,8.452943
401,-15.547277,8.154328
402,-14.437605,8.372753
403,-14.79615,8.680602
404,-13.365497,10.042913
405,-15.248133,10.690892
406,-14.52075,12.079991
407,-14.9101925,7.910726
408,-14.385868,8.257878
409,-15.715917,10.379356
410,-13.331775,11.826905
411,-15.451576,9.657111
412,-12.419355,9.587427
413,-14.146578,8.478168
414,-13.7064,8.654252
415,-14.110219,8.4058485
416,-14.250719,8.132553
417,-15.287906,9.849682
418,-12.012383,11.05052
419,-13.222782,7.721219
420,-14.551412,11.154124
421,-15.372505,11.258925
422,-15.322615,7.9542065
423,-15.148487,9.926447
424,-13.655094,8.207299
425,-14.777385,9.676739
426,-13.771132,9.926345
427,-14.5630245,10.098304
428,-13.473715,10.079631
429,-13.41041,9.910747
430,-13.579871,10.152891
431,-13.220621,9.620333
432,-13.618194,9.925973
433,-13.297571,9.0121765
434,-14.272819,8.103829
435,-14.165659,8.095727
436,-14.895526,9.309327
437,-13.205945,7.5586495
438,-12.021511,9.969738
439,-14.284175,11.431075
440,-14.918365,9.724163
441,-15.220889,11.287149
442,-15.982559,9.668075
443,-14.830565,10.545105
444,-14.206223,9.791757
445,-15.625096,9.020275
446,-13.221246,12.012636
447,-14.340015,8.380782
448,-14.696394,8.92607
449,-11.957917,10.9807415
450,-15.088831,8.534318
451,-13.621632,7.8241158
452,-15.427726,10.901065
453,-13.751158,10.483579
454,-13.71689,10.627309
455,-13.66498,7.890817
456,-15.078183,9.716629
457,-14.727543,11.427303
458,-14.992009,9.187003
459,-13.885611,11.016822
460,-14.834128,7.449803
461,-14.116935,7.4248567
462,-15.627187,8.85049
463,-15.2653,8.530805
464,-13.971605,7.8747954
465,-14.910148,7.5416946
466,-14.356115,8.067643
467,-15.824541,10.342582
468,-12.025893,9.808911
469,-13.089645,9.428328
470,-15.322824,8.357755
471,-13.887897,9.3229685
472,-12.0490265,10.953874
473,-12.0099325,10.986434
474,-16.053097,8.8492365
475,-14.54785,8.840104
476,-12.103505,8.788453
477,-13.271389,11.890912
478,-13.201961,12.013672
479,-13.21452,12.010008
480,-15.573781,11.20624
481,-15.672126,11.05652
482,-15.494224,10.46364
483,-14.769914,10.40235
484,-15.5512495,10.336941
485,-15.339825,10.321775
486,-15.268694,10.575976
487,-15.187748,9.162257
488,-13.376331,9.693972
489,-14.976171,9.102486
490,-14.529073,9.157801
491,-11.936413,11.03857
492,-13.225438,11.991404
493,-13.095184,9.246902
494,-14.163543,8.970456
495,-14.890198,10.248416
496,-14.950671,7.6468143
497,-14.598927,9.841178
498,-14.592919,11.10665
499,-13.946036,7.87406
500,-13.545748,10.617638
501,-15.091556,10.622022
502,-15.477535,8.857422
503,-13.991093,9.335143
504,-13.701864,8.679978
505,-14.177441,8.99297
506,-15.257492,8.715125
507,-14.52794,8.566298
508,-14.733621,8.21993
509,-13.28617,11.870361
510,-14.388192,9.094195
511,-13.380349,7.743015
512,-13.506675,11.696769
513,-15.551967,11.007218
514,-15.70456,9.487596
515,-15.242812,11.133397
516,-14.647316,9.21388
517,-15.62921,8.190011
518,-14.930009,8.225642
519,-15.6333275,10.014712
520,-14.390991,9.03079
521,-15.631651,9.648184
522,-14.226783,11.330557
523,-15.650427,8.480262
524,-13.189527,7.685538
525,-15.480048,8.597662
526,-12.684039,9.480667
527,-12.707476,9.55657
528,-15.294046,9.738084
529,-14.5960245,12.040327
530,-15.081632,9.691914
531,-12.527332,8.560397
532,-13.1367,10.686189
533,-13.06345,10.541259
534,-13.158462,10.542251
535,-15.641173,8.569478
536,-14.854101,7.8667254
537,-15.0193205,9.787008
538,-15.4727955,11.241682
539,-15.966146,8.462334
540,-14.5760975,9.557091
541,-14.919599,10.632563
542,-14.032013,8.623324
543,-12.2823715,11.858554
544,-14.368057,9.90685
545,-15.003952,9.922532
546,-15.624077,9.290096
547,-15.532246,9.561715
548,-15.846035,8.336281
549,-15.032698,8.977593
550,-15.726121,8.898496
551,-13.653256,9.533115
552,-15.452837,11.107482
553,-15.258772,9.6679945
554,-14.631731,8.564623
555,-13.771287,7.846764
556,-13.577494,7.8419304
557,-12.893583,8.764706
558,-14.332336,8.103039
559,-15.674058,10.276351
560,-13.644565,8.963142
561,-15.0455675,7.8754992
562,-13.876058,10.19521
563,-13.839007,10.06067
564,-13.669991,9.945284
565,-14.011229,10.074602
566,-14.674633,8.4724
567,-14.514949,8.642576
568,-15.409412,9.881522
569,-14.513181,7.7383995
570,-14.242492,9.189915
571,-14.339338,10.067606
572,-15.000885,9.165183
573,-14.643014,8.578156
574,-12.013379,8.883154
575,-12.279607,11.824955
576,-14.636586,10.607627
577,-14.21243,8.955324
578,-14.454605,8.204159
579,-14.655862,9.123373
